Epoch,FID
100,204.25857543945312
200,160.09129333496094
300,165.90240478515625
400,129.95458984375
500,125.4681167602539
600,108.0355224609375
700,111.19026947021484
800,108.1935043334961
900,87.71320343017578
1000,88.61983489990234
1100,77.14131164550781
1200,81.98645782470703
1300,78.87342834472656
1400,86.07304382324219
1500,82.7204360961914
1600,78.98265075683594
1700,80.29576110839844
1800,80.1799087524414
1900,81.34391021728516
2000,73.78439331054688
